time,accel_x,accel_y,accel_z,abs_accel,activity
1.169765625,8.614802223,1.514097609,3.955884048,9.599808723,0
1.179812625,8.404656801,2.026811298,4.092661532,9.565359293,0
1.189860625,7.924589871,2.362490301,3.99877396,9.185351285,0
1.199907625,7.535889194,2.365193761,3.937817321,8.825540931,0
1.209955625,6.786431099,2.369450827,3.945157331,8.199646983,0
1.220003625,5.819496342,2.240946568,3.923106312,7.367437976,0
1.230050625,4.804899176,2.055529606,3.752299787,6.43366239,0
1.240098625,3.808633617,1.901227432,3.324221036,5.401000025,0
1.250145625,3.077463858,1.935394175,2.76973016,4.570332544,0
1.260193625,2.513637317,2.057107769,2.081542553,3.857834151,0
1.270240625,2.24062848,2.206836543,1.572958167,3.516353354,0
1.280288625,2.264621944,2.397578858,1.245075111,3.525210485,0
1.290335625,2.415627458,2.518161601,0.9297879803,3.611218569,0
1.300383625,2.769795064,2.570083414,0.777779523,3.857723997,0
1.310430625,2.990768945,2.690555644,0.605843974,4.068271805,0
1.320478625,3.360911145,3.015876012,0.1264524704,4.517435342,0
1.330526625,3.656797798,3.384259077,-0.5688943219,5.014879897,0
1.340573625,3.823645758,3.572256415,-1.449708509,5.429819292,0
1.350621625,3.896537148,3.559974924,-2.427882053,5.809564051,0
1.360668625,4.022196736,3.611736816,-3.27592128,6.320946895,0
1.370716625,4.09247793,3.782087258,-3.772764457,6.729510478,0
1.380763625,4.205146174,4.00466503,-4.01775753,7.061371815,0
1.390811625,4.183241335,4.085581139,-4.094601054,7.138433938,0
1.400858625,4.092685506,4.017630646,-4.006982281,6.996237393,0
1.410906625,3.782850319,3.754623178,-3.961197998,6.64065067,0
1.420953625,3.095382065,3.184598882,-3.888152826,5.902608962,0
1.431001625,2.515749916,2.353661298,-3.681582391,5.042099568,0
1.441049625,1.981344811,1.557217316,-3.543921393,4.348566646,0
1.451096625,1.497487131,0.9906145182,-3.379304146,3.826680199,0
1.461144625,0.9838852501,0.7037188357,-3.132766823,3.358195699,0
1.471191625,0.7874889708,0.5828022167,-2.865930891,3.028755054,0
1.481239625,0.626928522,0.5001126471,-2.528125548,2.652276535,0
1.491286625,0.5294150913,0.4776637244,-2.325337824,2.43220866,0
1.501334625,0.4655757755,0.3286161509,-2.249095394,2.320167983,0
1.511381625,0.3399056625,0.02780117154,-2.374298753,2.398666991,0
1.521429625,0.3523181319,0.1302800578,-2.420307277,2.449283217,0
1.531476625,0.3940046865,0.04244815439,-2.271990606,2.306292013,0
1.541524625,0.3625384802,-0.04961684078,-2.19875423,2.228994424,0
1.551572625,0.4861720079,-0.1239466462,-1.866123088,1.932392655,0
1.561619625,0.4829876143,-0.357679444,-1.610340732,1.718839403,0
1.571667625,0.5772049695,-0.2831862089,-1.750221772,1.864574015,0
1.581714625,1.129652243,0.5744500539,-2.923841715,3.186684394,0
1.591762625,1.715867187,0.7034887478,-3.294377432,3.780478711,0
1.601809625,2.057665594,1.097025657,-3.445574734,4.160461301,0
1.611857625,2.5176526,1.770388673,-3.480703636,4.646304819,0
1.621904625,2.753401226,1.719634256,-3.145893238,4.520509324,0
1.631952625,2.747866836,1.344004445,-2.649365226,4.046758727,0
1.641999625,2.714399128,1.003971313,-1.761837412,3.388213702,0
1.652047625,2.751805521,0.7998371208,-0.8586812333,2.99157258,0
1.662095625,3.119371437,0.9077077246,-0.04011131465,3.249002984,0
1.672142625,3.576925417,1.256711362,0.4721720195,3.820558245,0
1.682190625,3.934522415,1.683933204,0.695929175,4.335944544,0
1.692237625,4.198103787,2.104163968,0.7070535028,4.748842603,0
1.702285625,4.114652326,2.301142192,0.8207800931,4.785321213,0
1.712332625,3.826057734,2.10148989,1.124514149,4.507716674,0
1.722380625,3.593784694,1.66664825,1.639725915,4.287389169,0
1.732427625,3.391835899,1.250077696,2.187158616,4.22503347,0
1.742475625,3.234231802,0.8482373022,2.728085121,4.315345907,0
1.752522625,2.941381023,0.5178664018,3.245785023,4.410785457,0
1.762570625,2.356548945,0.2500014328,3.505609851,4.23144468,0
1.772617625,1.645108861,-0.04535195477,3.485364452,3.85437483,0
1.782665625,0.9886542392,-0.3164513842,3.285931129,3.44600088,0
1.792713625,0.4167924553,-0.4906313504,3.014515073,3.082488637,0
1.802760625,0.02383909822,-0.6380350158,2.708013968,2.78226466,0
1.812808625,-0.291601814,-0.8402637465,2.326059809,2.490307012,0
1.822855625,-0.739945845,-1.06945545,1.700228809,2.14056834,0
1.832903625,-1.310905403,-1.355887741,0.978839103,2.124860121,0
1.842950625,-1.92654646,-1.615252393,0.240707649,2.525581464,0
1.852998625,-2.298109533,-1.939920797,-0.1700791311,3.012229579,0
1.863045625,-2.548772652,-2.478306394,-0.4135016423,3.578998215,0
1.873093625,-2.728197972,-2.896986038,-0.5275580156,4.014213465,0
1.883140625,-2.913273457,-3.052902921,-0.7229269391,4.28135514,0
1.893188625,-2.914645214,-3.0107252,-0.9485037482,4.296426691,0
1.903236625,-2.699516795,-2.872713076,-1.233991714,4.130690849,0
1.913283625,-2.301326671,-2.708643129,-1.464559121,3.844188532,0
1.923331625,-1.823281124,-2.555749549,-1.652697963,3.547903658,0
1.933378625,-1.395375158,-2.2820408,-1.763636016,3.20393415,0
1.943426625,-1.130475239,-2.050915422,-2.045442574,3.109351002,0
1.953473625,-0.8031519073,-1.877906982,-2.42994495,3.174306236,0
1.963521625,-0.4277869749,-1.704396997,-2.661718054,3.189469206,0
1.973568625,-0.188046163,-1.658348419,-2.840401947,3.294444424,0
1.983616625,-0.1578868094,-1.73976505,-2.849541146,3.342393665,0
1.993663625,-0.02535352707,-1.783946612,-2.651328721,3.195724065,0
2.003711625,0.3026311246,-1.887151868,-2.273085789,2.969822684,0
2.013759625,0.671080555,-1.847884307,-1.817285973,2.67722876,0
2.023806625,0.7814040658,-1.704066629,-1.565934053,2.44265938,0
2.03385575,1.001853159,-1.503439158,-1.626898293,2.431221321,0
2.04390275,1.255621734,-1.279529098,-1.763964629,2.515025221,0
2.05395075,1.502168997,-1.048861849,-1.812001845,2.576814615,0
2.06399775,1.616432508,-0.7877732916,-1.79931631,2.543812099,0
2.07404575,1.662399517,-0.5907911213,-1.67034252,2.429537083,0
2.08409275,1.819290545,-0.4204436029,-1.470064859,2.376485136,0
2.09414075,1.895407698,-0.2003706318,-1.097939284,2.199588463,0
2.10418775,1.935083541,-0.1692663682,-0.7158746123,2.070187401,0
2.11423575,1.828627233,-0.291628565,-0.2014792639,1.862664401,0
2.12428375,1.593407196,-0.4831782335,0.4166673249,1.716397202,0
2.13433075,1.501899294,-0.8938661957,0.9458438498,1.987289323,0
2.14437875,1.424274583,-1.150915643,1.297856757,2.244459192,0
2.15442575,1.292994066,-1.287436873,1.408758557,2.305195877,0
2.16447375,1.050518658,-1.377648885,1.120280326,2.06313691,0
2.17452075,0.8025898437,-1.314483607,0.5372316492,1.631145443,0
2.18456875,0.6600190117,-1.260656917,0.05145549774,1.423913139,0
2.19461575,0.6351521923,-1.230052298,-0.3311991584,1.423425392,0
2.20466375,0.7376683545,-1.168912934,-0.5362317753,1.482584421,0
2.21471075,0.8258608849,-1.127579844,-0.5111314327,1.488199532,0
2.22475875,0.7650384401,-1.192710956,-0.3856893611,1.468536524,0
2.23480675,0.6944143076,-1.382899246,-0.2585644609,1.568909537,0
2.24485375,0.5823654662,-1.553053368,-0.1049376404,1.661967571,0
2.25490175,0.4397561157,-1.726240586,-0.05831895947,1.782328001,0
2.26494875,0.255385951,-1.837213869,-0.1198848778,1.858749356,0
2.27499675,0.07964052072,-1.860077213,-0.1867758554,1.871126685,0
2.28504375,0.01490786003,-1.847964998,-0.2446732306,1.864151783,0
2.29509175,0.08346834563,-1.696494777,-0.2578452533,1.718006306,0
2.30513875,0.2328947639,-1.536096881,-0.2263129735,1.57004814,0
2.31518675,0.2333207153,-1.491399303,-0.2297277474,1.526920193,0
2.32523475,0.05433938105,-1.586717396,-0.2246652281,1.603464789,0
2.33528175,-0.2194159451,-1.744505973,-0.204530341,1.770106524,0
2.34532975,-0.3906661456,-1.918887777,-0.1887984073,1.967331995,0
2.35537675,-0.4020613457,-1.985712681,-0.2557934654,2.042091691,0
2.36542475,-0.3160707305,-1.932754888,-0.3815746754,1.99525472,0
2.37547175,-0.2969110128,-1.723013654,-0.6134220386,1.852894708,0
2.38551975,-0.4021397349,-1.634723037,-0.819749229,1.872438136,0
2.39556675,-0.4407554414,-1.554557126,-0.8568088818,1.828943596,0
2.40561475,-0.4545927311,-1.53614322,-0.8744113398,1.825098829,0
2.41566175,-0.4055914559,-1.448063833,-0.8331428611,1.71916268,0
2.42570975,-0.261871445,-1.319547588,-0.8495197427,1.591058228,0
2.43575775,-0.1064032816,-1.179973966,-0.9726276058,1.532861598,0
2.44580475,0.1136021816,-1.029362116,-0.9923526031,1.434313603,0
2.45585275,0.1982543417,-0.8620161197,-1.056534566,1.377912139,0
2.46589975,0.2350954549,-0.6307495312,-1.172149222,1.351683633,0
2.47594775,0.2028362199,-0.4145751911,-1.247466037,1.330107753,0
2.48599475,0.2272320827,-0.2878265592,-1.091719601,1.151664116,0
2.49604275,0.2426078479,-0.2304893473,-0.9014880413,0.9615948189,0
2.50608975,0.2702766348,-0.2013428776,-0.8023502541,0.870261078,0
2.51613775,0.2400519568,-0.2250337489,-0.7486108339,0.8177305857,0
2.52618475,0.1092914863,-0.2406769511,-0.7272182107,0.7737676329,0
2.53623275,-0.1655908084,-0.3138336588,-0.7928052592,0.8685919988,0
2.54628075,-0.4578686336,-0.4380580477,-1.142281644,1.306271753,0
2.55632775,-0.4053189026,-0.4403235514,-1.398858052,1.521503234,0
2.56637575,-0.2613060924,-0.2964402388,-1.442316898,1.495471739,0
2.57642275,-0.1871022031,-0.1204681376,-1.533613569,1.549674283,0
2.58647075,-0.2188380392,0.05935493991,-1.496937493,1.514012865,0
2.59651775,-0.4281155884,0.1529840653,-1.345046711,1.419802006,0
2.60656575,-0.6687225191,0.1264170948,-1.162290816,1.346881966,0
2.61661275,-0.959478972,0.04831700474,-0.9396107179,1.343801597,0
2.62666075,-1.281606468,-0.04118193984,-0.6331242317,1.430055028,0
2.63670875,-1.551476374,-0.07329514056,-0.2242132384,1.569306437,0
2.64675575,-1.421949145,-0.1733769608,0.077283234,1.434563223,0
2.65680375,-1.00465573,-0.1633149259,0.4299662322,1.104932514,0
2.66685075,-0.6564070404,0.1403249896,0.9008384156,1.123419404,0
2.67689875,-0.6310279318,0.2504960342,1.111733451,1.302649523,0
2.68694575,-0.7364459941,0.1192729667,1.047936235,1.286370513,0
2.69699375,-0.9537910198,0.04698720172,0.9329565865,1.335040486,0
2.70704075,-1.126875254,0.02673653975,0.8437017632,1.40797562,0
2.71708875,-1.176975879,-0.0172506018,0.8216408032,1.435501102,0
2.72713575,-1.138676836,-0.1030926246,1.001939698,1.520228991,0
2.73718375,-0.9660877144,-0.1887658091,1.217819484,1.565899837,0
2.74723175,-0.6510937487,-0.1725698257,1.408929296,1.561661031,0
2.75727875,-0.2869017855,-0.06563207209,1.532737071,1.560738009,0
2.76732675,0.07275705054,0.03279337808,1.568874618,1.570903103,0
2.77737375,0.2831489877,0.09717312276,1.461038513,1.4913918,0
2.78742175,0.4200222745,0.1364465314,1.258890327,1.334106901,0
2.79746875,0.4087969726,0.1254970354,0.9575072908,1.048658516,0
2.80751675,0.4442724685,0.07913636282,0.695122844,0.8287559101,0
2.81756375,0.5697109221,0.1310035045,0.5608093768,0.8100861745,0
2.82761175,0.6611166803,0.08426787928,0.4038344407,0.7792679872,0
2.83765975,0.7953418545,0.02122685462,0.1721888065,0.8140443661,0
2.84770675,0.9335035935,-0.03158914402,0.03144807994,0.9345671805,0
2.85775475,1.043620259,-0.05883161411,-0.07772703767,1.048163106,0
2.86780175,1.213821962,-0.0742483829,-0.2109359658,1.234248986,0
2.87784975,1.348156553,-0.1112837698,-0.3019660038,1.386035221,0
2.88789675,1.483509655,-0.1217252889,-0.3695890528,1.533692932,0
2.89794475,1.566896943,-0.1125887221,-0.4891330379,1.645324704,0
2.90799175,1.643755816,-0.09869880751,-0.6536672544,1.771709772,0
2.91803975,1.682315133,-0.1068154737,-0.7599363059,1.849080026,0
2.92808675,1.731354123,-0.1879571392,-0.824230535,1.92672545,0
2.93813475,1.774038212,-0.2783932462,-0.8443841332,1.984363612,0
2.94818275,1.778390441,-0.3384235395,-0.8952490622,2.019572711,0
2.95822975,1.768449736,-0.368160578,-0.9039906496,2.019939547,0
2.96827775,1.806163546,-0.3313498704,-0.9473951161,2.066295477,0
2.97832475,1.816636055,-0.2433500057,-1.051153373,2.112891194,0
2.98837275,1.663469996,-0.1122652249,-1.34675059,2.143238917,0
2.99841975,1.506524734,-0.005280328095,-1.699373361,2.271016177,0
3.00846775,1.293354547,0.1005691856,-1.97726287,2.364835851,0
3.01851475,1.107998834,0.2203874052,-2.155094824,2.433241814,0
3.028561625,1.104393733,0.3837942785,-2.095585957,2.399679993,0
3.038609625,1.0374915,0.4173722067,-1.609306945,1.9597084,0
3.048656625,1.017408507,0.2357720143,-0.5894525474,1.199234263,0
3.058704625,0.907516813,-0.108643021,0.6195581067,1.104193063,0
3.068751625,0.6877611995,-0.4898084644,1.547667936,1.763009881,0
3.078799625,0.2759070101,-0.8200827395,2.229041637,2.3910849,0
3.088846625,-0.210816244,-1.018428846,2.433196587,2.646145581,0
3.098894625,-0.7169611712,-1.042418583,2.173986593,2.515330502,0
3.108941625,-1.147597787,-0.9102973833,1.685789695,2.233273136,0
3.118989625,-1.37341594,-0.6567792888,1.141277093,1.902667543,0
3.129037625,-1.537551668,-0.3772321676,0.5980695891,1.692352349,0
3.139084625,-1.69850505,-0.09742952317,0.1525579494,1.708123486,0
3.149132625,-1.872564673,0.1240867601,-0.2679854947,1.895708892,0
3.159179625,-2.084106995,0.2618696726,-0.5434431463,2.169656228,0
3.169227625,-2.155176978,0.3556356228,-0.4716902089,2.234671375,0
3.179274625,-2.156024532,0.3701329169,-0.3646399695,2.21774716,0
3.189322625,-2.095407178,0.3358533959,-0.197986722,2.131367516,0
3.199369625,-2.013046076,0.3057535377,-0.07594772995,2.037549456,0
3.209417625,-1.928918822,0.3269972762,0.007292647362,1.95645297,0
3.219464625,-1.902170734,0.4147386208,0.07759839892,1.94840528,0
3.229512625,-1.759506712,0.5121563765,0.06745114088,1.833771436,0
3.239560625,-1.644235726,0.5790836068,0.1861566353,1.753140964,0
3.249607625,-1.490211733,0.5749638779,0.5460024726,1.688026413,0
3.259655625,-1.372806075,0.4377281186,1.176456866,1.860175578,0
3.269702625,-1.353458515,0.06923293367,1.924967127,2.354175353,0
3.279750625,-1.34383166,-0.4327211844,2.592862412,2.952298535,0
3.289797625,-1.461088214,-0.8932304572,3.131627786,3.569276118,0
3.299845625,-1.448387769,-1.323583629,3.5370094,4.044766525,0
3.309892625,-1.361803954,-1.557902902,3.658339124,4.202977113,0
3.319940625,-1.314814852,-1.623595932,3.245004712,3.859385628,0
3.329988625,-1.186101263,-1.572678962,2.530500687,3.206803557,0
3.340035625,-1.02776875,-1.415439001,1.677679607,2.423713067,0
3.350083625,-0.8002559276,-1.243517851,0.9675697643,1.767183478,0
3.360130625,-0.5654052883,-1.071240459,0.3839884061,1.270703096,0
3.370178625,-0.3721052559,-0.9277875017,-0.08708667576,1.003412208,0
3.380225625,-0.134918654,-0.8416727062,-0.3939777893,0.9390604273,0
3.390273625,2.879753709e-05,-0.8115737251,-0.6296866536,1.027208447,0
3.400320625,0.08701563209,-0.817003011,-0.7943068242,1.142798745,0
3.410368625,0.1436725205,-0.9264167681,-0.8648996741,1.275516079,0
3.420416625,0.1722107336,-1.037876905,-0.8923815876,1.37956149,0
3.430463625,0.2372224161,-1.117265867,-0.7812242639,1.383787861,0
3.440511625,0.4174654698,-1.248534031,-0.5276644349,1.418289252,0
3.450558625,0.591382421,-1.359200189,-0.2360702223,1.500962182,0
3.460606625,0.6832750694,-1.494441171,-0.08262525022,1.645310355,0
3.470653625,0.6792684111,-1.622511127,-0.01001920402,1.758990709,0
3.480701625,0.6456872669,-1.718818131,0.02549736857,1.836272836,0
3.490748625,0.5700139906,-1.789173291,0.04336470544,1.878280467,0
3.500796625,0.5709214785,-1.838625679,0.07607052147,1.926728431,0
3.510843625,0.6424025935,-1.878466268,0.1745996135,1.992937941,0
3.520891625,0.6698924008,-1.938772988,0.2460309541,2.065944762,0
3.530939625,0.6082755386,-2.00867879,0.2580195004,2.114559925,0
3.540986625,0.5336054253,-2.052426196,0.2725942701,2.138105628,0
3.551034625,0.4756903622,-2.071617343,0.2658559388,2.142092228,0
3.561081625,0.4830196278,-2.07245291,0.216725294,2.139004179,0
3.571129625,0.489217384,-2.012235067,0.1555102086,2.076681737,0
3.581176625,0.4869789968,-1.899086474,0.07467011333,1.961951479,0
3.591224625,0.4546113691,-1.780889541,-0.02690947115,1.83819563,0
3.601271625,0.368059275,-1.623103158,-0.2135315448,1.67795328,0
3.611319625,0.2318063595,-1.497283356,-0.4581954199,1.582888082,0
3.621367625,0.1656625099,-1.39035123,-0.56215716,1.508821157,0
3.631414625,0.2571232684,-1.297388103,-0.3961669868,1.38067974,0
3.641462625,0.4816051132,-1.178540229,0.002369291782,1.273148133,0
3.651509625,0.6329655529,-1.138270308,0.4991072184,1.394780521,0
3.661557625,0.7120693175,-1.224238704,0.8952642649,1.67550029,0
3.671604625,0.5482655644,-1.356473925,1.079254507,1.818077811,0
3.681652625,0.3215107606,-1.484646792,0.9055191118,1.768476782,0
3.691699625,0.1136385897,-1.526967623,0.5238146281,1.618309493,0
3.701747625,0.005062080771,-1.399295716,0.0184918195,1.399427052,0
3.711795625,-0.08500769824,-1.119942065,-0.4956351417,1.227660674,0
3.721842625,-0.1625491599,-0.8406584336,-1.022810749,1.333893047,0
3.731890625,-0.1912159752,-0.5784336157,-1.455073768,1.577462731,0
3.741937625,-0.2263221098,-0.3329059607,-1.629331319,1.678323158,0
3.751985625,-0.2782007997,-0.1643453515,-1.60184122,1.634105374,0
3.762032625,-0.3168736263,-0.009999177307,-1.526210409,1.558790265,0
3.772080625,-0.3398987921,0.07909309343,-1.442981141,1.484581247,0
3.782127625,-0.3719652881,0.1901382968,-1.337269329,1.400999646,0
3.792175625,-0.3480771099,0.3334678781,-1.229674129,1.320778924,0
3.802223625,-0.3541075992,0.4286802833,-1.150664213,1.277962092,0
3.812270625,-0.3255568146,0.5732025504,-1.111090842,1.291925409,0
3.822318625,-0.2257025607,0.7180373512,-0.9515027851,1.213209312,0
3.832365625,-0.07290220767,0.8113387401,-0.648432827,1.041177417,0
3.842413625,0.05082410809,0.829143658,-0.2212808597,0.8596670951,0
3.852460625,0.0952107241,0.7358567409,0.2334249419,0.777841519,0
3.862508625,0.08508126352,0.5381939547,0.7377373517,0.9171411856,0
3.872555625,0.04993620839,0.248013745,1.323449435,1.347413392,0
3.882603625,-0.08068843313,-0.07166332886,1.800913185,1.804143718,0
3.892651625,-0.1927374207,-0.2850051315,2.023748235,2.052786534,0
3.902698625,-0.3145334609,-0.3517062208,2.02490189,2.079147957,0
3.912746625,-0.501205711,-0.3417843729,1.745771018,1.848172115,0
3.922793625,-0.5874246234,-0.2386536683,1.208897803,1.365085037,0
3.932841625,-0.6605027226,-0.006225091964,0.6180688208,0.9046058068,0
