"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.910987042E0,-8.618503511E-3,2.834051871E-1,1.014305536E-1,3.011327546E-1
1.921039042E0,6.393053234E-3,3.399927860E-1,1.206701589E-1,3.608285645E-1
1.931092042E0,7.464146197E-2,3.437870443E-1,7.068238534E-2,3.588270882E-1
1.941145042E0,1.154857251E-1,3.117384553E-1,-8.623400554E-3,3.325540261E-1
1.951198042E0,1.378580493E-1,2.597134387E-1,-7.021797024E-2,3.023019606E-1
1.961251042E0,1.189101470E-1,1.895597148E-1,-1.108585310E-1,2.497240926E-1
1.971304042E0,7.040661603E-2,1.466458297E-1,-1.247539274E-1,2.050015447E-1
1.981357042E0,-4.738378912E-2,1.455407059E-1,-9.118023835E-2,1.781604794E-1
1.991410042E0,-1.702039692E-1,2.380091590E-1,-2.421448946E-2,2.936053344E-1
2.001463042E0,-2.899584541E-1,2.737233675E-1,6.113505162E-2,4.034078352E-1
2.011516042E0,-3.335608488E-1,1.455085462E-1,1.551149368E-1,3.955960320E-1
2.021569042E0,-3.118986690E-1,-2.163820624E-2,2.274976194E-1,3.866576761E-1
2.031622042E0,-2.275669089E-1,-1.759754634E-1,3.049811936E-1,4.192464552E-1
2.041675042E0,-1.386155561E-1,-2.848313230E-1,3.599333994E-1,4.794738856E-1
2.051728042E0,-4.268905967E-2,-3.247496796E-1,3.997131769E-1,5.167739680E-1
2.061781042E0,5.571694851E-2,-3.121530229E-1,4.304344480E-1,5.346192122E-1
2.071834042E0,1.459494263E-1,-2.915310627E-1,4.799837534E-1,5.802378815E-1
2.081887042E0,2.313377783E-1,-2.996926063E-1,5.476408625E-1,6.657652290E-1
2.091940042E0,2.835665703E-1,-3.387946916E-1,6.526650417E-1,7.881392640E-1
2.101993042E0,3.091250423E-1,-4.060768479E-1,7.384776092E-1,8.976669078E-1
2.112046042E0,2.853663433E-1,-4.534983516E-1,8.394461596E-1,9.958737669E-1
2.122099042E0,2.367590243E-1,-3.999910659E-1,8.905649308E-1,1.004566366E0
2.132152042E0,2.070177466E-1,-3.113490307E-1,8.752276111E-1,9.517446808E-1
2.142204042E0,2.327229837E-1,-2.264135456E-1,8.019222379E-1,8.651603067E-1
2.152257042E0,2.964459398E-1,-1.417411852E-1,7.004485611E-1,7.736917639E-1
2.162310042E0,3.490188405E-1,-4.500718832E-2,5.918130684E-1,6.885364957E-1
2.172363042E0,3.749187899E-1,8.033255696E-2,5.052600972E-1,6.342753224E-1
2.182416042E0,3.858983991E-1,1.342222506E-1,3.901894514E-1,5.649610561E-1
2.192469042E0,3.813153514E-1,1.129418939E-1,2.461678521E-1,4.677134593E-1
2.202522042E0,3.618587413E-1,8.623999894E-2,5.165320672E-2,3.755624314E-1
2.212575042E0,2.819489381E-1,4.855060101E-2,-1.345198739E-1,3.161454744E-1
2.222628042E0,1.952739063E-1,9.693221748E-2,-2.868328249E-1,3.602788125E-1
2.232681042E0,7.508877397E-2,1.589705908E-1,-3.602013481E-1,4.008178937E-1
2.242734042E0,1.521884054E-2,1.528584963E-1,-3.064515491E-1,3.427971484E-1
2.252787042E0,-8.919927478E-4,1.534367859E-2,-1.489811345E-1,1.497718350E-1
2.262840042E0,3.394308686E-2,-1.385123527E-1,9.644265935E-2,1.721597849E-1
2.272893042E0,-2.520033002E-2,-2.039315861E-1,2.891516845E-1,3.547278465E-1
2.282946042E0,-1.323283374E-1,-1.748820341E-1,4.357801187E-1,4.878512341E-1
2.292999042E0,-2.337289971E-1,-1.279844409E-1,4.994656527E-1,5.661052901E-1
2.303052042E0,-2.950844157E-1,-1.024063808E-1,4.723535755E-1,5.662859521E-1
2.313105042E0,-3.009292924E-1,-1.227313024E-1,4.119937916E-1,5.247478404E-1
2.323158042E0,-2.454339534E-1,-1.848404270E-1,3.349415226E-1,4.545213224E-1
2.333211042E0,-1.434716687E-1,-1.751720560E-1,2.248185714E-1,3.190811165E-1
2.343264042E0,-7.163365424E-2,-1.052604067E-1,1.428359301E-1,1.913458559E-1
2.353316042E0,9.151769578E-3,-3.252396762E-2,3.712748051E-2,5.019973272E-2
2.363369042E0,6.342854887E-2,3.364546359E-2,-5.160620973E-2,8.842171065E-2
2.373422042E0,1.292114791E-1,6.232430220E-2,-1.406195430E-1,2.008825051E-1
2.383475042E0,1.679019204E-1,8.152071118E-2,-2.290062010E-1,2.954327696E-1
2.393528042E0,1.928715777E-1,1.159356683E-1,-2.949943686E-1,3.710285733E-1
2.403581042E0,2.116007942E-1,1.317582339E-1,-3.499334912E-1,4.296377271E-1
2.413634042E0,3.116475311E-1,1.345537877E-1,-3.891975443E-1,5.164335716E-1
2.423687042E0,3.796924567E-1,1.224594069E-1,-4.360128379E-1,5.909905776E-1
2.433740042E0,4.182071891E-1,1.298543805E-1,-4.668101227E-1,6.400555475E-1
2.443793042E0,4.152011356E-1,1.710632175E-1,-4.311758749E-1,6.225489880E-1
2.453846042E0,3.568976712E-1,1.703755850E-1,-3.638886023E-1,5.374185543E-1
2.463899042E0,2.696268082E-1,1.243451339E-1,-2.348417222E-1,3.785643440E-1
2.473952042E0,1.643892056E-1,7.318258166E-2,-1.089266109E-1,2.103437846E-1
2.484005042E0,4.200142711E-2,7.505135179E-2,2.465653896E-2,8.946938134E-2
2.494058042E0,-9.048712403E-2,4.235021353E-2,1.035271458E-1,1.438726177E-1
2.504111042E0,-1.347905999E-1,-1.791996181E-2,1.206328829E-1,1.817743747E-1
2.514164042E0,-1.395335689E-1,-5.456329286E-2,1.101347919E-1,1.859474177E-1
2.524217042E0,-7.119949847E-2,-5.354412317E-2,2.378881216E-2,9.220764227E-2
2.534270042E0,2.115493387E-2,-4.297060311E-2,-4.972939968E-2,6.904358878E-2
2.544323042E0,1.445016557E-1,-3.450266540E-2,-1.072985999E-1,1.832597936E-1
2.554375042E0,2.152026790E-1,-2.539679646E-2,-1.085639374E-1,2.423702103E-1
2.564428042E0,2.842445549E-1,1.091499746E-2,-7.502650112E-2,2.941820526E-1
2.574481042E0,3.001676926E-1,2.196623504E-2,-2.683287263E-2,3.021641313E-1
2.584534042E0,3.063122392E-1,2.885250092E-2,3.324375987E-2,3.094588862E-1
2.594587042E0,2.739581332E-1,4.627252579E-2,7.016191006E-2,2.865604631E-1
2.604640042E0,2.077237979E-1,3.614807189E-2,8.811388537E-2,2.285167742E-1
2.614693042E0,1.532707250E-1,2.731702209E-2,8.350744888E-2,1.766681320E-1
2.624746042E0,7.239349991E-2,8.012439609E-3,5.830244109E-2,9.329626281E-2
2.634799042E0,-4.148862630E-2,-1.226921260E-2,-3.778324574E-3,4.342943042E-2
2.644852042E0,-1.376130509E-1,-4.379973829E-2,-5.688507602E-2,1.552149501E-1
2.654905042E0,-2.286615077E-1,-6.109755635E-2,-9.795124099E-2,2.561512094E-1
2.664958042E0,-2.765984434E-1,-5.308453202E-2,-1.354387638E-1,3.125193197E-1
2.675011042E0,-2.999890602E-1,-5.623793542E-2,-1.058673477E-1,3.230542322E-1
2.685064042E0,-3.030883768E-1,-6.750668943E-2,-3.030027151E-3,3.105300281E-1
2.695117042E0,-2.895701990E-1,-1.106959784E-1,7.388073921E-2,3.186892897E-1
2.705170042E0,-2.541571221E-1,-1.306396616E-1,1.287790775E-1,3.134431602E-1
2.715223042E0,-1.694616652E-1,-1.393297935E-1,1.436460619E-1,2.622293622E-1
2.725276042E0,-1.006978244E-1,-9.505409181E-2,1.068074338E-1,1.748804166E-1
2.735329042E0,-2.281875908E-2,-6.558938742E-2,6.474139497E-2,9.494267602E-2
2.745382042E0,2.277899802E-2,-4.449087918E-2,4.851873368E-3,5.021814170E-2
2.755435042E0,6.294059873E-2,1.770653844E-2,-7.371716335E-2,9.853558060E-2
2.765487042E0,1.069897208E-1,5.251208961E-2,-1.313158920E-1,1.773363567E-1
2.775540042E0,1.339468467E-1,6.423809588E-2,-1.506114113E-1,2.115468930E-1
2.785593042E0,9.803090930E-2,9.569143832E-2,-1.616250806E-1,2.118716055E-1
2.795646042E0,4.898358732E-2,9.380629599E-2,-1.721956770E-1,2.021147302E-1
2.805699042E0,-1.702299893E-2,7.744169354E-2,-1.236838138E-1,1.469172699E-1
2.815751667E0,-6.938920051E-2,5.913289189E-3,-9.244681835E-2,1.157421374E-1
2.825804667E0,-6.630479425E-2,-5.734598279E-2,-7.111164406E-2,1.128793755E-1
2.835857667E0,-2.044098884E-2,-5.127598822E-2,1.606961042E-3,5.522357573E-2
2.845910667E0,2.793858111E-2,-1.185581446E-2,7.959215328E-2,8.518236622E-2
2.855963667E0,5.538979679E-2,7.027300715E-2,1.542871173E-1,1.783559354E-1
2.866016667E0,5.879404575E-2,1.078986704E-1,1.910248809E-1,2.271329302E-1
2.876069667E0,7.872398794E-2,9.321221888E-2,1.508219111E-1,1.939928681E-1
2.886122667E0,1.118551889E-1,2.204049468E-2,6.508535743E-2,1.312763133E-1
2.896175667E0,1.326604593E-1,-2.837478340E-2,1.364754751E-2,1.363458153E-1
2.906228667E0,1.175714269E-1,-4.244201481E-2,6.819022894E-3,1.251833221E-1
2.916281667E0,1.015111721E-1,-3.085049450E-2,1.800021484E-2,1.076117038E-1
2.926334667E0,8.994742602E-2,-2.959509730E-2,7.815870836E-2,1.227810772E-1
2.936387667E0,3.085166395E-2,-4.331208050E-2,1.143528271E-1,1.261123727E-1
2.946440667E0,-2.562746912E-2,-7.254055738E-2,1.768141003E-1,1.928266727E-1
2.956492667E0,-6.909683973E-2,-8.169905126E-2,1.880654588E-1,2.163740397E-1
2.966545667E0,-9.692607790E-2,-7.328139961E-2,1.617209749E-1,2.022832218E-1
2.976598667E0,-1.102501282E-1,-5.217412055E-2,1.161559622E-1,1.684322926E-1
2.986651667E0,-6.240528613E-2,-5.450306654E-2,6.316878632E-2,1.041887689E-1
2.996704667E0,-1.910285354E-2,-4.299691558E-2,-7.655174732E-3,4.766818082E-2
3.006757667E0,-3.537565470E-5,-3.897578537E-2,-2.541097596E-2,4.652774222E-2
3.016810667E0,-1.006335050E-2,-5.889315605E-2,4.470781088E-3,5.991379421E-2
3.026863667E0,-2.192705870E-4,-1.036571002E-1,6.469476342E-2,1.221894223E-1
3.036916667E0,2.831514180E-3,-1.188364720E-1,1.507542296E-1,1.919816718E-1
3.046969667E0,-7.383279204E-3,-8.714105487E-2,1.796605249E-1,1.998148654E-1
3.057022667E0,2.573739678E-2,-6.486257851E-2,2.204647346E-1,2.312450364E-1
3.067075667E0,9.015090913E-2,-1.408325279E-1,2.651443326E-1,3.134685063E-1
3.077128667E0,1.866010237E-1,-3.011035395E-1,3.342421956E-1,4.870329854E-1
3.087181667E0,2.243883625E-1,-4.969297153E-1,3.853293188E-1,6.676585677E-1
3.097234667E0,2.346168968E-1,-6.880921519E-1,4.260750563E-1,8.426481184E-1
3.107287667E0,2.200731173E-1,-7.182117444E-1,4.977183585E-1,9.011014655E-1
3.117340667E0,1.092634106E-1,-5.822978944E-1,6.129891984E-1,8.525051836E-1
