"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.862554475E1,5.364018123E0,1.311500650E0,2.917469127E0,6.245346306E0
5.863559675E1,5.369384113E0,7.019693488E-1,2.287620652E0,5.878456852E0
5.864564875E1,5.177694257E0,-7.950985372E-2,6.644585833E-1,5.220760945E0
5.865570075E1,3.689881344E0,-8.703720832E-1,-1.492670487E0,4.074412483E0
5.866575275E1,4.663113552E-1,-1.403191423E0,-4.026600859E0,4.289511269E0
5.867580475E1,-3.548450062E0,-2.013381121E0,-7.216604322E0,8.290028910E0
5.868585775E1,-6.722720422E0,-2.807248819E0,-1.045202779E1,1.274050630E1
5.869590975E1,-7.481719419E0,-3.108849372E0,-1.132412012E1,1.392396375E1
5.870596175E1,-6.106962420E0,-2.688617000E0,-8.856943610E0,1.108914341E1
5.871601375E1,-4.784231023E0,-1.749059492E0,-4.843503664E0,7.029054227E0
5.872606575E1,-3.204565954E0,-6.173542911E-1,-1.461009715E0,3.575600461E0
5.873611775E1,-1.464738046E0,5.045305109E-1,-7.476717710E-2,1.550999262E0
5.874616975E1,-3.985848105E-1,1.090449586E0,-1.300561094E-1,1.168274258E0
5.875622175E1,3.566275299E-2,1.159848434E0,-6.189580362E-1,1.315153707E0
5.876627475E1,3.119144565E-1,5.421696228E-1,-1.230861114E0,1.380672883E0
5.877632675E1,1.464154494E-1,-2.237939930E0,-2.200915214E0,3.142266761E0
5.878637875E1,-7.863282984E-1,-5.125830624E0,-5.711414069E-2,5.186107770E0
5.879643075E1,-1.760231182E0,-6.365974778E0,1.479439262E0,6.768514550E0
5.880648275E1,-2.918326621E0,-5.168211243E0,-1.164923379E0,6.048477842E0
5.881653475E1,-1.361052294E0,-1.580559694E0,-1.439833731E0,2.534512471E0
5.882658675E1,3.087592989E0,2.159517074E-1,1.089477779E0,3.281284419E0
5.883663875E1,6.968449659E0,2.868877888E-2,4.020211022E0,8.045011520E0
5.884669175E1,8.907833682E0,-6.033145416E-1,5.675067776E0,1.057921942E1
5.885674375E1,9.349165147E0,-1.394049886E0,4.615204976E0,1.051904848E1
5.886679575E1,8.761956761E0,-1.685735900E0,3.871166664E0,9.726228619E0
5.887684775E1,7.504206641E0,-9.186098582E-1,4.696585354E0,8.900273893E0
5.888689975E1,6.096310548E0,3.407909310E-1,5.943152089E0,8.520692314E0
5.889695175E1,4.932279600E0,1.006961287E0,5.754664754E0,7.645751730E0
5.890700375E1,3.939883727E0,9.249535024E-1,5.104622773E0,6.514245653E0
5.891705575E1,2.906054485E0,4.250405377E-1,4.872764300E0,5.689432665E0
5.892710775E1,1.628520895E0,-1.821641564E-2,4.831087686E0,5.098217372E0
5.893716075E1,3.885486495E-1,-2.789993101E-1,5.342362375E0,5.363734372E0
5.894721275E1,-8.646570146E-1,-4.924074787E-1,6.167259493E0,6.247014209E0
5.895726475E1,-2.582770118E0,-5.263950044E-1,7.298046681E0,7.759463805E0
5.896731675E1,-4.676924091E0,-4.218011802E-1,7.598790032E0,8.932700887E0
5.897736875E1,-6.681801606E0,-2.974209630E-1,6.154562849E0,9.089201054E0
5.898742075E1,-7.797247455E0,2.413660455E-1,3.399799806E0,8.509639485E0
5.899747275E1,-7.270564182E0,8.751258695E-1,9.131134754E-1,7.379751015E0
5.900752475E1,-5.168932790E0,1.054504997E0,-1.382945439E0,5.453657952E0
5.901757775E1,-2.806627553E0,1.202560591E0,-3.224750542E0,4.440982577E0
5.902762975E1,-1.128209735E0,1.255332881E0,-3.336787872E0,3.739367747E0
5.903768175E1,1.763239574E-1,1.041425945E0,-2.257103010E0,2.492021696E0
5.904773375E1,9.906481397E-1,7.267521876E-1,-9.113593107E-1,1.529747781E0
5.905778575E1,1.406954984E0,2.304183036E-1,2.042922132E-1,1.440260473E0
5.906783775E1,1.991048850E0,-3.214278764E-1,4.513093002E-1,2.066705467E0
5.907788975E1,2.316921195E0,-7.559590298E-1,4.355502500E-1,2.475742697E0
5.908794175E1,2.228686711E0,-1.034060792E0,6.980699869E-1,2.554139363E0
5.909799475E1,2.431194793E0,-9.653624403E-1,5.356382829E-1,2.670120059E0
5.910804675E1,2.625941572E0,-6.560768920E-1,2.635356174E-1,2.719458963E0
5.911809875E1,2.798110791E0,-3.464527899E-1,2.561225174E-1,2.831086766E0
5.912815075E1,2.567851239E0,-1.885890770E-1,1.404781866E-1,2.578596507E0
5.913820275E1,1.869427350E0,-1.212928873E-1,-4.017578021E-2,1.873788855E0
5.914825475E1,1.259967384E0,-1.664392394E-1,-1.795067431E-1,1.283527367E0
5.915830675E1,1.101517488E0,3.140323180E-1,-5.450335890E-3,1.145419914E0
5.916835875E1,8.844442847E-1,2.220234561E-1,1.378905013E-1,9.222526217E-1
5.917841175E1,4.988321069E-1,-3.250291765E-1,-2.690388706E-1,6.533447408E-1
5.918846375E1,1.145162567E-1,-5.565210289E-1,-6.875754042E-1,8.919582754E-1
5.919851575E1,-8.458699107E-2,-6.719181687E-1,-7.750501889E-1,1.029238446E0
5.920856775E1,-2.289679018E-1,-5.565777469E-1,-7.176562589E-1,9.366085598E-1
5.921861975E1,-5.662484568E-1,-3.409178156E-1,-6.420179929E-1,9.214387527E-1
5.922867175E1,-1.068129010E0,-1.483000070E-1,-6.034373331E-1,1.235730184E0
5.923872375E1,-1.575458875E0,8.436304271E-2,-7.552485931E-1,1.749167867E0
5.924877575E1,-2.060785960E0,3.542266631E-1,-9.461724633E-1,2.295116039E0
5.925882875E1,-2.558213566E0,6.966881436E-1,-1.227594275E0,2.921783483E0
5.926888075E1,-2.995686161E0,1.113346113E0,-1.590388571E0,3.569735417E0
5.927893275E1,-3.323666720E0,1.530129213E0,-1.907129611E0,4.126160349E0
5.928898475E1,-3.450127961E0,1.864406930E0,-2.279649581E0,4.536099466E0
5.929903675E1,-3.363552040E0,1.872942696E0,-2.755110659E0,4.734134705E0
5.930908875E1,-3.193810878E0,1.327991552E0,-3.259593808E0,4.752782477E0
5.931914075E1,-3.062996092E0,3.564912897E-1,-3.579949597E0,4.724941292E0
5.932919275E1,-3.168287781E0,-3.632150030E-1,-3.301457825E0,4.590163001E0
5.933924575E1,-3.521670106E0,-7.932531559E-1,-2.540916917E0,4.414484079E0
5.934929775E1,-3.884610875E0,-1.051539289E0,-2.007444443E0,4.497306941E0
5.935934975E1,-4.007707336E0,-1.178843699E0,-1.943634363E0,4.607505301E0
5.936940175E1,-3.909965571E0,-1.443575803E0,-2.260175722E0,4.741322196E0
5.937945375E1,-4.422992671E0,-2.515616015E0,-2.455006994E0,5.649623655E0
5.938950567E1,-5.416448936E0,-3.626690485E0,-2.201282858E0,6.880148921E0
5.939955767E1,-5.858540540E0,-3.685383081E0,-2.092567624E0,7.230725066E0
5.940960967E1,-5.332859480E0,-2.771673190E0,-2.840793126E0,6.647681408E0
5.941966167E1,-4.450546506E0,-1.998851960E0,-4.039171203E0,6.333851701E0
5.942971467E1,-3.826456222E0,-2.055213856E0,-5.132711043E0,6.723867478E0
5.943976667E1,-3.080960492E0,-2.229546837E0,-5.980708755E0,7.087458915E0
5.944981867E1,-2.059797781E0,-1.723911787E0,-6.101646717E0,6.666688188E0
5.945987067E1,-1.208459554E0,-9.234700638E-1,-5.664280833E0,5.864916778E0
5.946992267E1,-7.261101633E-1,-3.019619107E-1,-5.279063927E0,5.337315141E0
5.947997467E1,-6.432682738E-1,3.664800882E-2,-5.415499933E0,5.453693856E0
5.949002667E1,-2.424369630E-1,2.941687417E-1,-5.563845549E0,5.576888758E0
5.950007867E1,-5.379929566E-1,4.301328778E-2,-5.273016152E0,5.300564678E0
5.951013167E1,-1.390932151E0,-7.699344599E-1,-2.962345045E0,3.361990406E0
5.952018367E1,-2.387344184E0,-2.053280182E0,3.818828237E-1,3.171940455E0
5.953023567E1,-3.222682382E0,-3.186220899E0,3.234969721E0,5.568008122E0
5.954028767E1,-3.282807839E0,-3.897904227E0,5.601246094E0,7.572611338E0
5.955033967E1,-3.401290846E0,-4.360168140E0,7.082218934E0,8.985414329E0
5.956039167E1,-3.220420094E0,-4.421977887E0,7.317877513E0,9.136537928E0
5.957044367E1,-2.508348219E0,-3.936925036E0,7.490127715E0,8.825712589E0
5.958049567E1,-1.609315715E0,-2.837276611E0,7.829322356E0,8.481646314E0
5.959054867E1,-7.542738622E-1,-1.345682888E0,7.053375789E0,7.220103982E0
5.960060067E1,-4.395743769E-1,-2.854265696E-1,4.504181553E0,4.534572243E0
5.961065267E1,-7.693047148E-1,3.382421297E-1,8.681816431E-1,1.208295017E0
5.962070467E1,-9.181613767E-1,8.323295134E-1,5.563260242E-2,1.240519133E0
5.963075667E1,-7.212522966E-1,1.179291011E0,8.593115631E-1,1.627681949E0
5.964080867E1,-4.596689183E-1,1.302222873E0,1.467323685E0,2.014973628E0
5.965086067E1,-1.962126768E-1,1.220529669E0,2.248668255E0,2.566067226E0
5.966091267E1,1.440309548E-1,1.121711140E0,3.225773220E0,3.418273492E0
5.967096567E1,6.168262875E-1,1.060726435E0,4.120591342E0,4.299405569E0
5.968101767E1,1.042631056E0,9.985179073E-1,4.707219100E0,4.923619521E0
5.969106967E1,1.457321438E0,8.190978491E-1,4.998707478E0,5.270842770E0
5.970112167E1,1.801845231E0,5.944121557E-1,4.978200123E0,5.327518045E0
5.971117367E1,2.112278003E0,4.255925149E-1,4.822039704E0,5.281563619E0
5.972122567E1,2.425565971E0,2.044706994E-1,4.732783127E0,5.322068646E0
5.973127767E1,2.908345424E0,2.914842850E-1,4.741818244E0,5.570303085E0
5.974132967E1,3.675315346E0,7.471449369E-1,4.676811824E0,5.994892600E0
5.975138267E1,4.297146265E0,1.195173218E0,4.490537660E0,6.329204810E0
5.976143467E1,4.584459146E0,1.404804670E0,4.212649906E0,6.382566964E0
5.977148667E1,4.891064331E0,1.601171713E0,3.946570311E0,6.485497542E0
5.978153867E1,5.109336798E0,1.791222594E0,3.860239680E0,6.649454962E0
5.979159067E1,5.310640646E0,2.005645840E0,3.785441805E0,6.823128971E0
5.980164267E1,5.682079757E0,2.112311917E0,3.527244257E0,7.013511535E0
5.981169467E1,5.968890363E0,1.990874019E0,3.251989796E0,7.082843296E0
5.982174667E1,6.129622135E0,1.884331318E0,2.864923708E0,7.023585971E0
5.983179967E1,6.193972498E0,1.735743628E0,2.399873597E0,6.865675096E0
5.984185167E1,5.973331908E0,1.441188970E0,1.550258253E0,6.337272314E0
5.985190367E1,5.338993794E0,9.019254130E-1,9.127766758E-2,5.415409107E0
5.986195567E1,3.771603785E0,2.557911265E-1,-1.673539778E0,4.134145570E0
5.987200767E1,1.281645936E0,-4.657611322E-1,-3.838905237E0,4.073910057E0
5.988205967E1,-1.998172513E0,-1.298041529E0,-6.515746529E0,6.937763187E0
5.989211167E1,-5.043146902E0,-2.402241427E0,-9.172610224E0,1.073968681E1
5.990216367E1,-6.575345444E0,-3.082752664E0,-9.979171643E0,1.234189606E1
5.991221667E1,-6.209640697E0,-3.079510968E0,-8.256978353E0,1.078057127E1
5.992226867E1,-4.914462549E0,-2.580712482E0,-5.379045467E0,7.729563326E0
5.993232067E1,-3.478401003E0,-1.865810847E0,-2.541792830E0,4.694809309E0
5.994237267E1,-1.882540315E0,-1.085333272E0,-9.315022378E-1,2.364234077E0
5.995242467E1,-6.880453742E-1,-5.224469644E-1,-2.103430581E-1,8.891577304E-1
5.996247667E1,-6.331891358E-2,-5.435244226E-1,-2.143073241E-1,5.876697304E-1
5.997252867E1,7.733001173E-2,-2.576787831E0,-1.584868799E0,3.026156732E0
5.998258067E1,-3.136434782E-1,-5.468541781E0,-1.460281444E0,5.668839682E0
5.999263367E1,-1.244402681E0,-7.049278645E0,-1.858186662E-1,7.160684047E0
6.000268567E1,-3.188761514E0,-7.090505024E0,-2.387961650E0,8.133008197E0
6.001273767E1,-4.205841408E0,-4.189927041E0,-3.518684810E0,6.901140004E0
6.002278967E1,-2.122722884E0,-7.613829070E-1,1.154454524E0,2.533460405E0
6.003284167E1,1.401674071E0,1.260514684E0,5.864316419E0,6.159853451E0
6.004289367E1,4.472321244E0,1.903809562E0,7.564563940E0,8.991594728E0
6.005294567E1,6.294828781E0,2.186395555E0,7.670368137E0,1.016069595E1
6.006299767E1,7.406890261E0,2.220666670E0,6.640218548E0,1.019244260E1
6.007305067E1,7.962136012E0,1.882494122E0,4.846434288E0,9.509328016E0
6.008310267E1,7.904396512E0,1.331629690E0,3.066531318E0,8.582326967E0
6.009315467E1,7.051202379E0,6.527246833E-1,2.003422143E0,7.359293769E0
6.010320667E1,5.608550436E0,-2.594625932E-1,1.617297750E0,5.842842702E0
6.011325867E1,4.120575555E0,-1.322259527E0,2.238455654E0,4.872186047E0
6.012331067E1,2.736539610E0,-2.068005810E0,3.780621361E0,5.104742397E0
6.013336267E1,1.359302223E0,-2.314412740E0,5.842260722E0,6.429324942E0
6.014341467E1,1.633513248E-1,-1.920700414E0,7.313863399E0,7.563621590E0
6.015346767E1,-1.188546569E0,-1.226890855E0,7.407653908E0,7.602055020E0
6.016351967E1,-2.635750569E0,-8.075244552E-1,6.073194165E0,6.669555021E0
6.017357167E1,-3.518228143E0,-6.337867212E-1,4.275134422E0,5.572825961E0
6.018362367E1,-4.650552564E0,4.441194177E-2,2.252350393E0,5.167464936E0
6.019367567E1,-4.719536844E0,1.644418305E-1,1.984480673E-1,4.726568605E0
6.020372767E1,-2.788012065E0,3.485525250E-3,-8.995146060E-1,2.929530670E0
6.021377967E1,-8.890141761E-1,5.322550839E-1,-2.383906313E0,2.599355880E0
6.022383167E1,6.448730421E-1,5.241292083E-1,-3.347303504E0,3.448914817E0
6.023388467E1,1.338039992E0,8.499863505E-2,-2.857351272E0,3.156268695E0
6.024393667E1,1.949641208E0,-4.229174137E-1,-2.137812355E0,2.924072784E0
6.025398867E1,2.735004716E0,-7.463158017E-1,-1.811210863E0,3.364182347E0
6.026404067E1,3.319588287E0,-1.051325866E0,-1.397132977E0,3.751923910E0
6.027409267E1,3.542691724E0,-1.295545937E0,-8.653333913E-1,3.870129947E0
6.028414467E1,3.594349535E0,-1.249269903E0,-1.997386940E-1,3.810501203E0
6.029419667E1,3.706369908E0,-8.212619036E-1,3.955897205E-1,3.816823317E0
6.030424867E1,3.579875922E0,-4.958614290E-1,8.236230093E-1,3.706716207E0
6.031430167E1,2.838384658E0,-1.607399583E-1,1.173920928E0,3.075769033E0
6.032435367E1,2.039315861E0,3.507218421E-1,1.532973298E0,2.575232441E0
6.033440567E1,1.497767798E0,5.642223966E-1,1.703654547E0,2.337540182E0
6.034445767E1,8.323283440E-1,5.911043859E-1,1.717136618E0,1.997681915E0
6.035450967E1,-1.856321400E-1,2.331664950E-1,1.494202019E0,1.523635646E0
6.036456167E1,-1.247740856E0,-2.673814774E-1,1.229135601E0,1.771757440E0
6.037461367E1,-2.053884492E0,-5.675786984E-1,9.363257521E-1,2.327507894E0
6.038466567E1,-2.469649591E0,-7.526249474E-1,4.156434774E-1,2.615028282E0
6.039471913E1,-2.600678385E0,-6.985820568E-1,1.216337800E-2,2.692896749E0
6.040477112E1,-2.382390715E0,-3.249917543E-1,-6.045924506E-1,2.479301755E0
6.041482313E1,-1.836194115E0,1.092558092E-1,-1.697423023E0,2.502956367E0
6.042487512E1,-1.011491417E0,4.468331105E-1,-3.023155796E0,3.219044218E0
6.043492712E1,-2.246035400E-1,4.527738816E-1,-4.349366286E0,4.378634265E0
6.044497912E1,2.130851099E-1,2.210399544E-1,-5.262606354E0,5.271554757E0
6.045503112E1,2.798641133E-1,1.278674966E-1,-4.977853968E0,4.987354424E0
6.046508312E1,-1.119560534E-1,2.185034323E-1,-3.347904598E0,3.356894861E0
6.047513612E1,-9.228631228E-1,3.708011806E-1,-1.339333397E0,1.668227744E0
6.048518812E1,-1.743234496E0,6.716655689E-1,1.916112104E-1,1.877955271E0
6.049524012E1,-2.444191984E0,8.141253769E-1,1.002986349E0,2.764571612E0
6.050529212E1,-3.298310854E0,6.032560694E-1,1.304046035E0,3.597680980E0
6.051534412E1,-4.143067747E0,4.286856920E-1,1.268984083E0,4.354205138E0
6.052539612E1,-4.503601509E0,6.350976670E-1,7.729025066E-1,4.613366871E0
6.053544812E1,-4.305005215E0,9.742847067E-1,-4.569715977E-1,4.437468156E0
6.054550012E1,-3.646152942E0,4.943277043E-1,-2.031720328E0,4.203174830E0
6.055555312E1,-2.849986119E0,-8.150556690E-1,-3.355412131E0,4.477223156E0
6.056560512E1,-2.304964224E0,-1.785925602E0,-4.445735709E0,5.316667784E0
6.057565712E1,-1.787966280E0,-2.596727421E0,-5.431821266E0,6.280485570E0
6.058570912E1,-1.295559971E0,-3.363077538E0,-5.861823167E0,6.881114517E0
6.059576112E1,-1.415815270E0,-4.379237080E0,-5.151282384E0,6.907818793E0
6.060581312E1,-1.863015001E0,-5.304812141E0,-3.735159259E0,6.750057143E0
6.061586512E1,-2.006393114E0,-5.484358499E0,-2.492730013E0,6.349606633E0
6.062591712E1,-1.534722785E0,-4.853651506E0,-1.870080776E0,5.423145681E0
6.063597012E1,-2.018017378E-1,-3.730911257E0,-2.372682290E0,4.426064166E0
6.064602212E1,1.746799835E0,-2.982791589E0,-5.462633754E0,6.464419762E0
6.065607412E1,4.142553777E0,-3.019523213E0,-9.563024136E0,1.085033192E1
6.066612612E1,4.769960893E0,-2.905231197E0,-6.889939095E0,8.869281592E0
6.067617812E1,3.756472360E0,-2.559549070E0,-1.769923965E0,4.878012595E0
6.068623012E1,2.831348411E0,-2.952587796E0,1.543269076E0,4.372183432E0
6.069628212E1,2.228597834E0,-3.965192231E0,3.680303605E0,5.850985589E0
6.070633413E1,1.906891045E0,-5.257501734E0,5.200086755E0,7.636652421E0
6.071638712E1,2.007280721E0,-6.710787424E0,5.906157925E0,9.162234726E0
6.072643912E1,2.757876977E0,-8.138550602E0,5.639123772E0,1.027821036E1
6.073649112E1,4.069043751E0,-8.556666282E0,5.287838259E0,1.085057088E1
6.074654313E1,5.884212740E0,-7.018645667E0,5.108096019E0,1.048703922E1
6.075659512E1,7.180990101E0,-4.248081109E0,4.460756621E0,9.461033853E0
6.076664713E1,6.265008566E0,-1.228543278E0,3.961585668E0,7.513575176E0
6.077669912E1,4.278167372E0,5.946670943E-1,3.899850765E0,5.819379779E0
6.078675113E1,2.315003893E0,1.557052132E0,4.306272014E0,5.131045998E0
6.079680412E1,6.375476503E-1,2.134826036E0,4.832968150E0,5.321797662E0
6.080685613E1,-8.549763644E-1,2.603604916E0,4.990371687E0,5.693290149E0
6.081690812E1,-2.211488296E0,2.693569007E0,4.243595417E0,5.491274583E0
6.082696013E1,-3.034427181E0,2.777503449E0,3.151324131E0,5.181999373E0
6.083701212E1,-2.988014322E0,2.737581584E0,2.726300551E0,4.884188490E0
6.084706413E1,-2.130245912E0,2.345905259E0,2.980170282E0,4.350015407E0
6.085711612E1,-6.812924248E-1,1.973972057E0,3.445883760E0,4.029248061E0
6.086716812E1,7.207967985E-1,1.630604258E0,3.536745105E0,3.960679766E0
6.087722112E1,1.815774468E0,1.426075671E0,3.537823917E0,4.224562321E0
6.088727313E1,2.518262173E0,1.392095747E0,3.597389503E0,4.606602454E0
6.089732512E1,2.932021677E0,1.466476423E0,3.496508660E0,4.793002924E0
6.090737712E1,3.179265636E0,1.708363456E0,3.244300708E0,4.853011721E0
6.091742912E1,3.334573239E0,2.055284607E0,2.934968089E0,4.894651283E0
6.092748112E1,3.355798047E0,2.391969039E0,2.695667280E0,4.924380012E0
6.093753312E1,3.292934631E0,2.658489806E0,2.650155770E0,4.993426893E0
6.094758512E1,3.417192642E0,2.838998616E0,2.621255322E0,5.158303806E0
6.095763812E1,3.628330044E0,2.845395470E0,2.541522689E0,5.265015847E0
6.096769012E1,3.947592112E0,2.682594368E0,2.503306749E0,5.389465716E0
6.097774212E1,4.145222738E0,2.351716222E0,2.461846189E0,5.364152067E0
6.098779412E1,4.030429616E0,1.924580042E0,2.300343754E0,5.023937959E0
6.099784612E1,3.629334596E0,1.429148968E0,1.827535558E0,4.307484486E0
6.100789812E1,2.969323112E0,8.628882319E-1,7.692912662E-1,3.186418820E0
6.101795012E1,1.970702002E0,1.743183625E-1,-6.840061176E-1,2.093303045E0
6.102800212E1,6.147780079E-1,-5.257787079E-1,-2.786425130E0,2.901475531E0
6.103805512E1,-1.018622389E0,-1.323269341E0,-5.728242356E0,5.966690356E0
6.104810712E1,-2.708163072E0,-2.352133713E0,-9.931848958E0,1.055974924E1
6.105815912E1,-3.672320986E0,-3.524203413E0,-1.316157022E1,1.411144506E1
6.106821112E1,-3.597020543E0,-4.209393007E0,-1.235110871E1,1.353541401E1
6.107826312E1,-2.573664249E0,-4.143714157E0,-9.427896152E0,1.061505254E1
6.108831512E1,-1.365772752E0,-3.011138306E0,-6.280774999E0,7.097916856E0
6.109836712E1,-8.623245603E-1,-9.872813129E-1,-3.979335476E0,4.189682431E0
6.110841912E1,-1.169881087E0,4.316221637E-1,-2.508478904E0,2.801318593E0
6.111847212E1,-1.481687955E0,5.804530978E-1,-1.757131427E0,2.370619296E0
6.112852412E1,-7.779305273E-1,-3.969130915E-1,-1.295141602E0,1.562084402E0
6.113857612E1,2.463484579E-1,-1.232610016E0,-5.254020010E-1,1.362373766E0
6.114862812E1,9.225982440E-1,-1.339789479E0,3.321360286E-1,1.660282419E0
6.115868012E1,1.626848592E0,-2.325502569E0,6.570150778E-2,2.838822859E0
6.116873212E1,1.767793386E0,-3.760243229E0,-3.297376469E-2,4.155190714E0
6.117878412E1,1.442250824E0,-4.068485634E0,1.121552972E-1,4.318013618E0
6.118883712E1,9.555087125E-1,-3.374883066E0,-1.086749614E0,3.672037219E0
6.119888912E1,-1.585168469E-1,-2.124335546E0,-2.134384571E0,3.015547480E0
6.120894112E1,3.198999989E-1,-7.575640905E-1,-4.468091369E-1,9.358834144E-1
6.121899313E1,2.194050729E0,-4.620651072E-1,1.637215851E0,2.776299427E0
6.122904512E1,4.692639068E0,-1.018537019E0,3.000957134E0,5.662510291E0
6.123909713E1,6.353498574E0,-1.917525961E0,4.219392915E0,7.864294406E0
6.124914912E1,5.870354254E0,-1.517636052E0,5.704383377E0,8.324918496E0
6.125920113E1,4.789666595E0,-7.361790687E-1,6.559250983E0,8.155160279E0
6.126925312E1,4.277048215E0,-4.267789149E-1,6.964935483E0,8.184473591E0
6.127930613E1,3.698460964E0,5.263897419E-2,6.594840646E0,7.561303294E0
6.128935812E1,2.809149749E0,6.643068480E-1,5.514640059E0,6.224458281E0
6.129941013E1,2.013241373E0,2.187419987E-1,4.183602108E0,4.647958206E0
6.130946212E1,1.318037252E0,-6.106481194E-2,2.481663573E0,2.810623632E0
6.131951413E1,4.093442720E-1,-4.407865047E-2,1.393669817E0,1.453210659E0
6.132956612E1,-5.381058079E-1,1.871518314E-2,1.036168714E0,1.167713030E0
6.133961812E1,-1.381706999E0,2.830566931E-1,1.544957167E0,2.091919685E0
6.134967112E1,-1.833749979E0,7.153805226E-1,2.433868432E0,3.130195492E0
6.135972313E1,-1.981385157E0,1.121940935E0,3.019069469E0,3.781457267E0
6.136977512E1,-2.508454930E0,1.474098853E0,3.778528642E0,4.768919402E0
6.137982712E1,-3.551709300E0,1.883843660E0,4.041821162E0,5.700861706E0
6.138987875E1,-4.532189131E0,2.026218683E0,2.908442488E0,5.753723853E0
6.139993075E1,-5.061387291E0,1.865909080E0,7.974778423E-1,5.453001826E0
6.140998275E1,-4.893064371E0,1.640653283E0,-1.097471507E0,5.276198048E0
6.142003475E1,-3.860594021E0,1.287897779E0,-2.163751627E0,4.609196024E0
6.143008775E1,-2.557027751E0,7.769739228E-1,-2.334814845E0,3.548723679E0
6.144013975E1,-1.477014275E0,4.048693979E-1,-1.925730774E0,2.460473412E0
6.145019175E1,-6.260578716E-1,3.267734009E-1,-1.308817948E0,1.487189878E0
6.146024375E1,-1.073580953E-1,2.710389107E-1,-6.579392302E-1,7.196331582E-1
6.147029575E1,3.358868712E-1,1.389713591E-1,-2.786468692E-1,4.580143083E-1
6.148034775E1,8.549228624E-1,1.525181884E-1,-2.455650772E-1,9.024727727E-1
6.149039975E1,1.157044694E0,1.490817797E-1,-5.546325244E-1,1.291741088E0
6.150045175E1,1.177263489E0,9.906060398E-2,-1.087738378E0,1.605906942E0
6.151050475E1,1.069672967E0,8.412915409E-2,-1.478935816E0,1.827164229E0
6.152055675E1,8.900084952E-1,1.827523863E-1,-1.269151606E0,1.560852125E0
6.153060875E1,7.209526268E-1,3.442384493E-1,-1.123398646E0,1.378512720E0
6.154066075E1,4.305497843E-1,5.785615236E-1,-1.205045657E0,1.404365191E0
6.155071275E1,5.743778408E-2,5.026032686E-1,-1.558367171E0,1.638419173E0
6.156076475E1,-6.796452641E-1,6.386387408E-1,-1.304506211E0,1.603593957E0
6.157081675E1,-1.271566506E0,7.275854158E-1,-6.560676827E-1,1.605206130E0
6.158086875E1,-1.461298714E0,9.543000931E-1,-4.146431650E-1,1.793881700E0
6.159092175E1,-1.492102138E0,1.260012408E0,-2.651602663E-1,1.970865299E0
6.160097375E1,-1.508651805E0,1.084901163E0,-1.744208349E-1,1.866403876E0
6.161102575E1,-1.448028750E0,6.965290993E-1,-1.782868677E-1,1.616702278E0
6.162107775E1,-1.144827522E0,4.779812282E-1,-2.861007535E-1,1.273165249E0
6.163112975E1,-6.793067104E-1,4.073152882E-1,-4.501104748E-1,9.110229362E-1
6.164118175E1,-3.237843043E-1,3.721553957E-1,-7.103305748E-1,8.648152634E-1
6.165123375E1,-1.481918335E-1,3.417188841E-1,-1.089663720E0,1.151563997E0
6.166128575E1,-1.562282467E-1,3.201701403E-1,-1.606709758E0,1.645731579E0
6.167133875E1,-2.764619109E-1,2.003384721E-1,-2.048704151E0,2.076958206E0
6.168139075E1,-5.258991605E-1,3.575280011E-2,-2.400960010E0,2.458140997E0
6.169144275E1,-9.968502814E-1,-1.792042959E-1,-2.652793741E0,2.839566744E0
6.170149475E1,-1.418646491E0,-5.471356630E-1,-2.809841475E0,3.194859060E0
6.171154675E1,-1.536866375E0,-8.860227406E-1,-2.842024550E0,3.350238513E0
6.172159875E1,-1.469144215E0,-8.837744862E-1,-3.021918525E0,3.474396874E0
6.173165075E1,-1.624386914E0,-7.255839139E-1,-3.222981175E0,3.681400890E0
6.174170375E1,-2.296154224E0,-3.560697055E-1,-2.951658382E0,3.756513950E0
6.175175575E1,-3.170380207E0,1.159403461E-1,-2.365423265E0,3.957269266E0
6.176180775E1,-3.834525672E0,4.972507274E-1,-2.182688127E0,4.440154601E0
6.177185975E1,-4.280569993E0,6.150960964E-1,-2.487813382E0,4.989071867E0
6.178191175E1,-4.855869355E0,-1.359460098E-1,-2.898475324E0,5.656775381E0
6.179196375E1,-5.597298054E0,-1.527933583E0,-2.914236494E0,6.492849982E0
6.180201575E1,-6.120627948E0,-2.521666714E0,-2.603916865E0,7.113457144E0
6.181206775E1,-6.275054668E0,-2.950261189E0,-2.322553234E0,7.312633294E0
6.182212075E1,-6.152207006E0,-3.049032941E0,-2.419081701E0,7.279986895E0
6.183217275E1,-6.030967328E0,-3.190250800E0,-2.871283140E0,7.402333007E0
6.184222475E1,-5.538670946E0,-2.877954521E0,-3.565471306E0,7.188329689E0
6.185227675E1,-4.280542804E0,-1.903590876E0,-4.871056328E0,6.758246420E0
6.186232875E1,-3.092401739E0,-6.670076770E-1,-8.256869595E0,8.842157161E0
6.187238075E1,-2.330536729E0,5.256717038E-1,-1.074415702E1,1.100657268E1
6.188243275E1,-1.935062053E0,1.588997810E0,-6.526324142E0,6.990156364E0
6.189248475E1,-1.845965689E0,1.170475749E0,-2.517436253E0,3.333929827E0
6.190253775E1,-2.458160689E0,-1.080290633E-1,8.111076289E-1,2.590775915E0
