"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.690641667E0,-1.202977643E0,-1.568813807E0,1.694143027E0,2.603546152E0
2.700689667E0,-5.027913297E-1,-1.399127609E0,1.622166726E0,2.200404979E0
2.710737667E0,5.911195155E-1,-1.022769527E0,1.434712594E0,1.858461733E0
2.720785667E0,1.567616005E0,-5.459782067E-1,1.314669256E0,2.117514438E0
2.730834667E0,2.249908888E0,-2.332390004E-1,1.278894237E0,2.598472802E0
2.740882667E0,2.494312854E0,-2.177076262E-1,1.241962638E0,2.794899716E0
2.750930667E0,2.182785045E0,-4.226607209E-1,9.095881891E-1,2.402195519E0
2.760978667E0,1.467843648E0,-6.335443541E-1,3.037996906E-1,1.627340676E0
2.771027667E0,8.727692223E-1,-7.370824635E-1,-2.638205230E-1,1.172441018E0
2.781075667E0,6.012167799E-1,-6.803893223E-1,-5.118635041E-1,1.042302976E0
2.791123667E0,7.260182890E-1,-5.323863539E-1,-3.814951533E-1,9.777915615E-1
2.801171667E0,1.017798589E0,-4.582497990E-1,-2.180327314E-1,1.137297287E0
2.811220667E0,1.219357156E0,-5.867555192E-1,-3.521713668E-1,1.398262702E0
2.821268667E0,1.117018384E0,-6.927202231E-1,-3.745317042E-1,1.366698714E0
2.831316667E0,6.868369009E-1,-8.358311185E-1,-1.646108150E-2,1.081956355E0
2.841364667E0,1.870227541E-1,-9.870959562E-1,3.632407308E-1,1.068306962E0
2.851413667E0,-2.799122798E-1,-1.091103597E0,4.222093159E-1,1.202962448E0
2.861461667E0,-5.831768040E-1,-1.146421181E0,2.118112940E-1,1.303549283E0
2.871509667E0,-7.210110258E-1,-1.068610528E0,-2.296078795E-1,1.309391132E0
2.881557667E0,-5.808388679E-1,-7.360358119E-1,-7.221738178E-1,1.183493781E0
2.891606667E0,-1.254695535E-2,-3.400647068E-1,-1.187711586E0,1.235499997E0
2.901654667E0,5.011066007E-1,-8.107924640E-2,-1.529079638E0,1.611138171E0
2.911702667E0,5.835160156E-1,1.988667279E-2,-1.706908668E0,1.804002113E0
2.921750667E0,3.619006220E-1,2.523073554E-2,-1.737417685E0,1.774888409E0
2.931799667E0,-1.002797484E-2,-5.295121551E-2,-1.487648022E0,1.488623870E0
2.941847667E0,-1.917532247E-1,-2.890527204E-1,-1.247516323E0,1.294842752E0
2.951895667E0,-2.309068385E-1,-5.736703277E-1,-1.167899466E0,1.321516089E0
2.961943667E0,-1.281502826E-1,-7.235821196E-1,-1.110751703E0,1.331826913E0
2.971992667E0,3.777593672E-1,-6.495566618E-1,-1.001761358E0,1.252258685E0
2.982040667E0,1.052701570E0,-6.604859850E-1,-1.027677387E0,1.612619962E0
2.992088667E0,1.369133585E0,-8.287831771E-1,-1.275068403E0,2.046266787E0
3.002136667E0,1.237658210E0,-9.878464463E-1,-1.644722945E0,2.283145202E0
3.012185667E0,8.421640916E-1,-1.394072691E0,-2.034503603E0,2.606124313E0
3.022233667E0,4.480026267E-1,-1.914850275E0,-2.395814168E0,3.099561817E0
3.032281667E0,1.649525117E-1,-2.355490015E0,-2.861325039E0,3.709814486E0
3.042329667E0,-1.639950301E-1,-2.694484389E0,-3.359728838E0,4.309862916E0
3.052378667E0,-6.397051267E-1,-2.899993846E0,-3.923422646E0,4.920612992E0
3.062426667E0,-1.087204016E0,-3.107335236E0,-4.626691246E0,5.678363913E0
3.072474667E0,-1.248435506E0,-3.239358349E0,-5.305108595E0,6.340048180E0
3.082522667E0,-1.155530558E0,-3.169198193E0,-5.849071559E0,6.752089021E0
3.092571667E0,-1.011088178E0,-3.058261309E0,-6.350658581E0,7.120823404E0
3.102619667E0,-6.593739177E-1,-2.899933035E0,-6.629527498E0,7.266018196E0
3.112667667E0,-7.832343174E-1,-2.703260182E0,-6.515623153E0,7.097493690E0
3.122715667E0,-1.268585888E0,-2.642760504E0,-6.115478305E0,6.781782077E0
3.132764667E0,-1.863137207E0,-2.778300132E0,-5.583585164E0,6.508967288E0
3.142813167E0,-2.598517254E0,-2.669755636E0,-5.142461275E0,6.350180709E0
3.152861167E0,-2.919701886E0,-2.160699673E0,-5.006125841E0,6.185028546E0
3.162909167E0,-2.686131933E0,-1.506362328E0,-4.816217632E0,5.716676001E0
