"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.541476708E0,-1.007457715E-1,-1.870524287E-3,8.697499394E-1,8.755673398E-1
2.551529708E0,-2.456419681E-1,-3.730582058E-2,8.871360505E-1,9.212719863E-1
2.561582708E0,-2.922315592E-1,-1.357273239E-1,8.637563972E-1,9.218982072E-1
2.571636708E0,-2.743000491E-1,-2.127065027E-1,7.694220977E-1,8.440941521E-1
2.581689708E0,-1.766414613E-1,-2.094332314E-1,6.314011303E-1,6.882818257E-1
2.591742708E0,-2.657150209E-2,-1.284580654E-1,4.541603295E-1,4.727252100E-1
2.601796208E0,1.071946657E-1,-5.733662724E-2,2.683977965E-1,2.946448071E-1
2.611849208E0,1.643976840E-1,1.690663934E-2,8.243528880E-2,1.846835396E-1
2.621902208E0,1.886361471E-1,1.137874013E-1,-6.825220942E-2,2.306285602E-1
2.631955208E0,1.789133969E-1,2.492673880E-1,-1.831709739E-1,3.573455470E-1
2.642008208E0,1.317906860E-1,2.986471242E-1,-2.519832735E-1,4.123765995E-1
2.652061208E0,5.594557464E-2,2.632995361E-1,-3.210109699E-1,4.189326865E-1
2.662115208E0,4.336441308E-3,1.516305810E-1,-3.657409271E-1,3.959508348E-1
2.672168208E0,-1.670432568E-2,3.276721179E-2,-4.071519316E-1,4.088097602E-1
2.682221208E0,-1.155629084E-2,-2.963836670E-2,-4.077556566E-1,4.089946896E-1
2.692274208E0,9.475705326E-3,-1.298666596E-2,-4.093202984E-1,4.096358739E-1
2.702327208E0,3.076015502E-2,3.478800952E-2,-3.622477274E-1,3.652120052E-1
2.712380208E0,1.146960586E-2,5.518719077E-2,-2.898370513E-1,2.952671573E-1
2.722433208E0,3.797766566E-4,3.865652740E-2,-1.707141387E-1,1.750365348E-1
2.732486208E0,-1.847807854E-2,-1.160789251E-2,-7.044601165E-2,7.374837701E-2
2.742540208E0,-3.387262791E-2,-1.157584977E-1,4.575446248E-2,1.289994401E-1
2.752593208E0,-4.580518708E-2,-2.140244651E-1,1.378505210E-1,2.586645568E-1
2.762646208E0,-5.897633269E-2,-2.197196531E-1,2.446955232E-1,3.341120064E-1
2.772699208E0,-5.718343019E-2,-1.461762983E-1,3.534301993E-1,3.867174170E-1
2.782752208E0,-7.863949567E-2,-4.648711860E-2,4.505911160E-1,4.597581715E-1
2.792805208E0,-9.430740237E-2,3.300460875E-2,5.139561494E-1,5.235781832E-1
2.802858208E0,-1.470181511E-1,6.891352952E-2,5.477917206E-1,5.713485631E-1
2.812911208E0,-1.823650083E-1,1.116198385E-1,5.403154707E-1,5.810824317E-1
2.822964208E0,-1.956916898E-1,9.975466847E-2,5.013531339E-1,5.473583801E-1
